time,value
00:00,5320.280
00:05,5293.810
00:10,5267.180
00:15,5235.270
00:20,5206.740
00:25,5201.520
00:30,5179.090
00:35,5162.890
00:40,5147.460
00:45,5138.780
00:50,5093.760
00:55,5080.580
01:00,5060.980
01:05,5000.830
01:10,4988.850
01:15,4981.640
01:20,4936.230
01:25,4914.080
01:30,4863.180
01:35,4839.970
01:40,4815.820
01:45,4796.910
01:50,4753.710
01:55,4755.910
02:00,4736.170
02:05,4697.970
02:10,4682.030
02:15,4653.170
02:20,4627.910
02:25,4601.570
02:30,4589.640
02:35,4545.410
02:40,4543.390
02:45,4518.590
02:50,4500.520
02:55,4485.960
03:00,4456.470
03:05,4448.760
03:10,4418.070
03:15,4387.790
03:20,4380.300
03:25,4349.340
03:30,4344.710
03:35,4319.580
03:40,4307.920
03:45,4283.870
03:50,4272.280
03:55,4246.010
04:00,4222.940
04:05,4228.750
04:10,4193.100
04:15,4185.630
04:20,4164.050
04:25,4144.580
04:30,4125.640
04:35,4104.850
04:40,4089.310
04:45,4073.620
04:50,4070.390
04:55,4043.100
05:00,4041.930
05:05,4025.570
05:10,4008.190
05:15,3995.090
05:20,3973.710
05:25,3955.830
05:30,3918.200
05:35,3912.330
05:40,3892.910
05:45,3887.440
05:50,3860.020
05:55,3859.260
06:00,3840.130
06:05,3848.810
06:10,3841.320
06:15,3850.910
06:20,3852.840
06:25,3852.540
06:30,3825.050
06:35,3849.320
06:40,3823.410
06:45,3809.240
06:50,3823.250
06:55,3810.280
07:00,3788.270
07:05,3762.490
07:10,3821.420
07:15,3773.850
07:20,3763.750
07:25,3759.760
07:30,3779.260
07:35,3758.300
07:40,3766.900
07:45,3752.780
07:50,3734.070
07:55,3749.950
08:00,3752.600
08:05,3746.010
08:10,3769.870
08:15,3741.110
08:20,3736.490
08:25,3772.030
08:30,3778.420
08:35,3794.360
08:40,3784.360
08:45,3806.300
08:50,3844.900
08:55,3804.520
09:00,3815.290
09:05,3880.230
09:10,3870.170
09:15,3980.120
09:20,3977.180
09:25,4017.420
09:30,4057.500
09:35,4117.300
09:40,4148.420
09:45,4162.430
09:50,4226.560
09:55,4239.540
10:00,4263.110
10:05,4269.730
10:10,4312.730
10:15,4376.130
10:20,4385.780
10:25,4397.440
10:30,4463.730
10:35,4482.310
10:40,4484.720
10:45,4572.660
10:50,4542.750
10:55,4598.380
11:00,4607.340
11:05,4612.500
11:10,4653.470
11:15,4644.680
11:20,4664.840
11:25,4675.620
11:30,4679.980
11:35,4687.080
11:40,4688.770
11:45,4717.150
11:50,4706.330
11:55,4736.290
12:00,4726.410
12:05,4776.890
12:10,4770.390
12:15,4768.960
12:20,4782.540
12:25,4750.490
12:30,4765.040
12:35,4786.790
12:40,4788.670
12:45,4789.320
12:50,4778.030
12:55,4796.610
13:00,4739.640
13:05,4672.620
13:10,4684.910
13:15,4640.620
13:20,4672.360
13:25,4660.300
13:30,4656.570
13:35,4731.420
13:40,4767.180
13:45,4808.180
13:50,4850.690
13:55,4850.290
14:00,4879.340
14:05,4924.820
14:10,4942.440
14:15,4993.690
14:20,5012.280
14:25,5036.410
14:30,5088.900
14:35,5101.670
14:40,5090.090
14:45,5145.590
14:50,5143.880
14:55,5130.940
15:00,5160.420
15:05,5175.040
15:10,5210.200
15:15,5183.330
15:20,5178.940
15:25,5177.430
15:30,5173.980
15:35,5192.180
15:40,5188.030
15:45,5179.590
15:50,5184.930
15:55,5189.960
16:00,5136.470
16:05,5153.840
16:10,5125.840
16:15,5103.980
16:20,5075.670
16:25,5066.980
16:30,5091.870
16:35,5061.320
16:40,5049.050
16:45,5021.520
16:50,5013.290
16:55,5002.730
17:00,4994.180
17:05,4932.660
17:10,4928.620
17:15,4918.460
17:20,4888.590
17:25,4885.590
17:30,4861.530
17:35,4837.020
17:40,4778.120
17:45,4807.810
17:50,4756.050
17:55,4743.260
18:00,4715.310
18:05,4726.830
18:10,4681.140
18:15,4671.330
18:20,4644.570
18:25,4617.170
18:30,4616.100
18:35,4592.660
18:40,4564.490
18:45,4561.940
18:50,4607.010
18:55,4558.690
19:00,4598.220
19:05,4567.710
19:10,4588.540
19:15,4578.060
19:20,4598.430
19:25,4598.280
19:30,4654.670
19:35,4634.360
19:40,4631.640
19:45,4665.470
19:50,4630.280
19:55,4654.300
20:00,4645.350
20:05,4637.060
20:10,4647.690
20:15,4662.750
20:20,4640.050
20:25,4640.200
20:30,4655.120
20:35,4646.770
20:40,4670.590
20:45,4692.970
20:50,4716.510
20:55,4675.080
21:00,4664.410
21:05,4678.170
21:10,4700.270
21:15,4737.490
21:20,4772.780
21:25,4800.860
21:30,4818.400
21:35,4828.270
21:40,4876.170
21:45,4896.330
21:50,4952.050
21:55,4996.800
22:00,5015.380
22:05,5045.340
22:10,5050.620
22:15,5125.920
22:20,5163.330
22:25,5230.850
22:30,5235.520
22:35,5288.950
22:40,5323.940
22:45,5334.870
22:50,5373.920
22:55,5423.230
23:00,5424.360
23:05,5416.420
23:10,5439.360
23:15,5478.600
23:20,5492.250
23:25,5484.300
23:30,5474.100
23:35,5476.360
23:40,5464.160
23:45,5469.460
