time,value
00:00,4482.250
00:05,4455.180
00:10,4447.050
00:15,4443.260
00:20,4435.140
00:25,4425.670
00:30,4393.300
00:35,4394.090
00:40,4383.140
00:45,4357.360
00:50,4349.880
00:55,4333.450
01:00,4308.300
01:05,4289.250
01:10,4257.900
01:15,4254.350
01:20,4236.370
01:25,4236.110
01:30,4210.740
01:35,4188.420
01:40,4175.450
01:45,4160.320
01:50,4146.400
01:55,4130.150
02:00,4118.500
02:05,4086.810
02:10,4068.080
02:15,4051.080
02:20,4036.770
02:25,4010.570
02:30,4018.230
02:35,3992.160
02:40,3984.150
02:45,3973.740
02:50,3957.800
02:55,3944.840
03:00,3920.300
03:05,3916.480
03:10,3898.340
03:15,3875.640
03:20,3876.650
03:25,3862.690
03:30,3853.400
03:35,3835.890
03:40,3825.360
03:45,3819.870
03:50,3793.050
03:55,3783.590
04:00,3761.220
04:05,3760.370
04:10,3740.570
04:15,3747.060
04:20,3721.840
04:25,3709.200
04:30,3714.780
04:35,3701.050
04:40,3682.170
04:45,3674.400
04:50,3658.110
04:55,3656.860
05:00,3673.710
05:05,3652.940
05:10,3656.190
05:15,3640.800
05:20,3628.570
05:25,3613.660
05:30,3607.560
05:35,3591.950
05:40,3579.510
05:45,3560.680
05:50,3585.520
05:55,3560.590
06:00,3568.730
06:05,3550.400
06:10,3556.870
06:15,3583.140
06:20,3600.880
06:25,3594.960
06:30,3568.640
06:35,3608.710
06:40,3603.780
06:45,3599.730
06:50,3596.790
06:55,3553.930
07:00,3566.970
07:05,3570.990
07:10,3576.360
07:15,3587.120
07:20,3554.990
07:25,3560.010
07:30,3524.090
07:35,3539.340
07:40,3553.710
07:45,3565.640
07:50,3539.620
07:55,3571.070
08:00,3593.420
08:05,3550.550
08:10,3612.590
08:15,3614.240
08:20,3602.490
08:25,3609.980
08:30,3665.150
08:35,3663.730
08:40,3673.570
08:45,3669.630
08:50,3680.890
08:55,3759.640
09:00,3644.560
09:05,3742.210
09:10,3792.640
09:15,3853.110
09:20,3913.820
09:25,3930.030
09:30,3966.110
09:35,4058.570
09:40,4053.720
09:45,4103.720
09:50,4110.680
09:55,4214.490
10:00,4253.010
10:05,4275.240
10:10,4325.090
10:15,4362.430
10:20,4362.700
10:25,4416.100
10:30,4443.340
10:35,4457.990
10:40,4492.670
10:45,4532.760
10:50,4529.760
10:55,4553.880
11:00,4570.770
11:05,4647.470
11:10,4594.620
11:15,4575.290
11:20,4599.070
11:25,4641.160
11:30,4632.140
11:35,4621.550
11:40,4607.900
11:45,4645.410
11:50,4632.610
11:55,4664.190
12:00,4667.150
12:05,4676.820
12:10,4691.810
12:15,4682.530
12:20,4710.460
12:25,4711.270
12:30,4715.400
12:35,4696.780
12:40,4707.880
12:45,4713.990
12:50,4746.850
12:55,4735.620
13:00,4675.980
13:05,4605.750
13:10,4556.500
13:15,4583.770
13:20,4593.110
13:25,4611.700
13:30,4654.930
13:35,4633.760
13:40,4672.650
13:45,4718.630
13:50,4751.470
13:55,4807.660
14:00,4818.360
14:05,4859.540
14:10,4853.780
14:15,4930.030
14:20,4965.280
14:25,4960.140
14:30,5000.570
14:35,5038.080
14:40,5050.280
14:45,5047.030
14:50,5071.400
14:55,5110.090
15:00,5075.930
15:05,5103.270
15:10,5114.080
15:15,5104.370
15:20,5146.030
15:25,5172.200
15:30,5175.000
15:35,5152.530
15:40,5132.400
15:45,5135.610
15:50,5139.570
15:55,5182.700
16:00,5146.590
16:05,5143.510
16:10,5173.330
16:15,5154.950
16:20,5148.130
16:25,5139.570
16:30,5097.250
16:35,5118.860
16:40,5091.990
16:45,5082.340
16:50,5057.940
16:55,5031.530
17:00,5049.080
17:05,5029.610
17:10,4992.750
17:15,4967.800
17:20,4929.520
17:25,4959.770
17:30,4945.120
17:35,4892.660
17:40,4890.920
17:45,4878.600
17:50,4856.720
17:55,4825.590
18:00,4805.190
18:05,4823.960
18:10,4756.040
18:15,4745.830
18:20,4747.150
18:25,4726.310
18:30,4692.940
18:35,4636.040
18:40,4631.790
18:45,4691.970
18:50,4619.110
18:55,4655.670
19:00,4651.890
19:05,4661.750
19:10,4628.920
19:15,4660.350
19:20,4707.160
19:25,4655.950
19:30,4653.290
19:35,4681.970
19:40,4690.830
19:45,4690.530
19:50,4685.110
19:55,4704.080
20:00,4684.710
20:05,4672.670
20:10,4624.110
20:15,4646.880
20:20,4646.970
20:25,4695.850
20:30,4678.950
20:35,4661.280
20:40,4656.770
20:45,4687.920
20:50,4693.580
20:55,4647.600
21:00,4659.550
21:05,4627.860
21:10,4662.640
21:15,4694.280
21:20,4709.820
21:25,4768.500
21:30,4800.930
21:35,4807.910
21:40,4831.720
21:45,4873.950
21:50,4903.580
21:55,4969.950
22:00,5018.340
22:05,5034.650
22:10,5077.110
22:15,5106.870
22:20,5142.470
22:25,5171.740
22:30,5201.850
22:35,5018.920
22:40,5285.380
22:45,5283.150
22:50,5328.720
22:55,5352.220
23:00,5370.120
23:05,5288.960
23:10,5295.650
23:15,5332.850
23:20,5362.520
23:25,5395.750
23:30,5383.990
23:35,5356.840
23:40,5360.350
23:45,5348.880
23:50,5329.680
23:55,5300.240
